timestamp,lmp_usd_mwh,solar_kw,demand_kw
2025-04-21T00:00:00,44.8149,0.0,12.4959
2025-04-21T01:00:00,33.205,0.0,13.0248
2025-04-21T02:00:00,45.9552,0.0,13.0498
2025-04-21T03:00:00,45.2095,1.2193,12.9148
2025-04-21T04:00:00,28.1651,0.0,12.9736
2025-04-21T05:00:00,49.7556,0.0,12.6587
2025-04-21T06:00:00,77.165,0.0,21.2735
2025-04-21T07:00:00,54.9671,6.8529,25.7494
2025-04-21T08:00:00,70.3812,15.162,25.8527
2025-04-21T09:00:00,58.3151,20.9166,25.0449
2025-04-21T10:00:00,62.8625,24.4943,21.0485
2025-04-21T11:00:00,66.9274,26.8232,22.0462
2025-04-21T12:00:00,42.9097,27.96,21.5791
2025-04-21T13:00:00,69.8749,30.7174,21.3142
2025-04-21T14:00:00,57.8163,26.7046,21.0379
2025-04-21T15:00:00,47.8426,26.1522,20.9265
2025-04-21T16:00:00,92.0175,19.4116,21.2065
2025-04-21T17:00:00,95.9441,12.7084,29.5218
2025-04-21T18:00:00,108.0745,6.4191,29.1645
2025-04-21T19:00:00,107.8807,0.0,28.6963
2025-04-21T20:00:00,93.6233,0.0,29.5555
2025-04-21T21:00:00,126.5303,1.2865,20.92
2025-04-21T22:00:00,40.3148,0.0,20.9907
2025-04-21T23:00:00,36.2701,0.4841,12.1864
